Review,Classification,Disgust,Disappointment,Sadness,Confusion,Anger,Fear,Indifference,Surprise,Interest,Happiness,Touched,Motivation,Reflective
"Just a warning... This is the worst movie I have seen in years... I couldn't watch it to the end... It is a pure waste of time... I really feel sorry for Snipes that he ended up in such a movie. There really is not much to say about it. Horrible acting, incredibly bad lines, story, everything. The only reason I would advise you to watch this movie is if you really want to see how a movie shouldn't be. Just to tell you one scene: the police are searching for Snipes, and they are surrounding the building with helicopters and cars, they are shooting around inside the building, but still they are whispering so that Snipes doesn't suspect a thing.",negative,1,1,1,1,0,0,0,0,0,0,0,0,0
"There are no spoilers in this review because everything was already shown in the movie's trailer. I am trying to be balanced in my review because I strongly support local movies, but I can't help but support the backlash against this movie. It is slow, boring and bordering on pointless. Even the ""almost nice and believable moments"" were immediately undercut by painful clich茅s and bad acting. Vernetta Lopez and Wong Li Lin, whom I usually love, were only passable in this movie. It felt like the director was trying to make a melodramatic TV Soap, then got carried away and decided to put it on the big screen. The Leap Years should come with an RA rating (Rated Awful) but it hasn't changed my faith in local movies. More good films will come, so long as more films like these don't get made.",negative,1,1,1,1,0,0,0,0,0,0,0,0,0
"Revolt of the Zombies is BAD. There is nothing remotely entertaining about the movie. It is dull, lifeless, poorly acted, and poorly scripted. I've often complained that the original Dracula is a little slow for my taste, well this movie makes Dracula look like a roller coaster ride. The 65 minute running time seemed like 165 minutes.<br /><br />The story: An expedition is sent to Cambodia to find the secrets of mind control through ""zombification"". One man finds the secret and uses it to make the woman he loves marry him. Once this happens, he releases the zombies under his control to horrific consequences. That's it. That's the whole story.<br /><br />For most of the movie, I was trying to figure out where I had seen the male lead. He looked so familiar. I had plenty of time to think this over. Nothing was happening in the movie. Just before the ""zombies revolted"", it hit me. It was Dean Jagger. I had seen him recently as the General in White Christmas. This is how I ""entertained"" myself throughout most of the movie.<br /><br />I'm just glad I didn't buy the DVD for this movie. King of the Zombies is on the other side and it's a masterpiece of film making compared with this movie. For what it's worth, I'll give it a 2/10. (I won't go to 1/10 because, believe it or not, I've seen worse.)",negative,1,1,1,0,0,0,0,0,0,0,0,0,0
"If you are a fan of really bad movies, and you think there funny, you will the great acting of Shaq. First off putting pro players in movies hardly ever works. Shaq had to of been the worst actor i have ever seen next to Dennis Rodman who also made a few bad movies. Well any way this movie is also bad due to the hideous kid. I would give this a zero but that is impossible.",negative,1,1,0,0,1,0,0,0,0,0,0,0,0
"I've really enjoyed this adaptation of ""Emma"".I have seen it many times and am always looking forward to seeing it again.Though it only lasts 107 minutes, most of the novel plot and sub-plots were developed in a satisfactory way. All the characters are well-portrayed. Most of the dialogues come directly from the novel with no silly jokes added as in Emma Thompson's Sense and Sensibility.<br /><br />As a foreigner, I particularly appreciate the perfect diction of the actors. The setting and costumes were beautiful. I find this version quite on a par with the 1995 miniseries ""Pride and Prejudice"" but then the producer and screenwriter were the same. Kate Beckinsale did a really good job portraying ""Emma"" of whom Jane Austen said she would create a heroin no-one but her would love. She is snobbish but has just enough youth and inexperience to be still likable. Mark Strong was also very good at portraying Mr Knightley, not an easy part, I think, though he has not the charisma shown by Colin Firth's Mr Darcy in Pride and Prejudice. Even the end scene (the harvest festival) which does not happen in the novel provides a fitting end except for when it shows Emma being cold and almost unpleasant with Frank Churchill whereas in the novel she was thoroughly reconciled with him, even telling him that she would have enjoyed the duplicity, had she been in his situation. A strange departure from the faithfulness otherwise shown throughout the film. I find the costumes more beautiful and elaborate than in other adaptations from Jane Austen's novels.",positive,0,0,0,0,0,0,0,0,1,1,0,0,0
"Black Candles is rather a muddled mess from the same director that brought us ""Vampyres"" and much later, ""Rest in Pieces"", among others..I'm only noting the ones I've seen. At any rate, we have a couple making love and then somewhere near by a pin is poised over a voodoo doll and then pierces it, and the man keels over. Not sure if it was good for either of them, at that point. Fast forward to where the man's sister has come to the house to investigate and hear the reading of the will, or something to that effect, and of course everybody else except her is in on something, which happens to be devil worship. It's really hard to say who is who at moments during the movie and it does get a bit confusing at times. To spice things up though, there's a simulated bestiality scene (I HOPE it's simulated) with a black goat, sure to be a crowd pleaser. Ugh. At times this echoes ""Rosemary's Baby"", minus the baby, because the hostess is always giving one woman herbal tea and the place reeks of whatever nasty Satanic herbs these are too, because that keeps getting remarked upon. However, the herbs aren't the only thing that reeks about this film. The end seems to be back to the beginning again, and many viewers might find themselves wondering where they've been during the middle part. It's not unwatchable, it's just not very good, and I guess it all depends on what you like to see in films, and there wasn't much here that did anything much for me. 3 out of 10.",negative,1,1,1,1,0,0,0,0,0,0,0,0,0
"This is a typical ""perfect crime"" thriller. A perfect crime is executed and the investigating police officer, ignoring all the clues, immediately knows who guilty is. The audience has to wait around the whole movie for the guilty to be caught. The result is like every single episode of ""Columbo"" or ""murder she wrote"". The director himself refers to the hackney story by showing the police officer watching an episode of Matlock! This story barely fills up 90 minutes but the director insists on using all 120 minutes filling with every cliche in the book. Skip this one, you are not missing anything.",negative,1,1,1,1,0,0,0,0,0,0,0,0,0
"The film is bad. There is no other way to say it. The story is weak and outdated, especially for this country. I don't think most people know what a ""walker"" is or will really care. I felt as if I was watching a movie from the 70's. The subject was just not believable for the year 2007, even being set in DC. I think this rang true for everyone else who watched it too as the applause were low and quick at the end. Most didn't stay for the Q&A either.<br /><br />I don't think Schrader really thought the film out ahead of time. Many of the scenes seemed to be cut short as if they were never finished or he just didn't know how to finish them. He jumped from one scene to the next and you had to try and figure out or guess what was going on. I really didn't get Woody's (Carter) private life or boyfriend either. What were all the ""artistic"" male bondage and torture pictures (from Iraq prisons) about? What was he thinking? I think it was his very poor attempt at trying to create this dark private subculture life for Woody's character (Car). It didn't work. It didn't even seem to make sense really.<br /><br />The only good thing about this film was Woody Harrelson. He played his character (Car) flawlessly. You really did get a great sense of what a ""walker"" may have been like (say twenty years ago). He was great and most likely will never get recognized for it. <br /><br />As for Lauren, Lily and Kristin... Boring.<br /><br />Don't see it! It is painful! Unless you are a true Harrelson fan.",negative,1,1,1,0,0,0,0,0,0,0,0,0,0
"Alright, so I've been dying to see this movie. Stoked about the, ""who's who"" in horror land that are in the film....well, my friend rented this, brought it over, and we started watching it. It's supposed to be a comedy....I did not smirk even ONCE, until the 40min mark.<br /><br />Does it have to do with the budget? Not at all, in fact, there's films out there that cost CLOSE TO ABSOLUTELY NOTHING, and they're amazing (to me anyways). Also, while watching this film, I couldn't help but realize the similarities (i.e., STEALING) to a low budget indie film titled, ""ACTRESS APOCALYPSE"", read my review about it (it DESTROYS this film BTW).<br /><br />This film...it had potential it really did. It had the ""star power"", stolen plot (lets film the behind the scenes of the making of a movie...IE...""ACTRESS APOCALYPSE""....seriously, this angers me the more and more I think about),...it really could've been funny. A LOT, A LOT of the jokes fall flat. The acting is alright for what it is. But it dragged on, wasn't funny, and the plot was totally stolen.<br /><br />I give this a two, because it wasn't SOOO AWFUL, but that's the ONLY reason.",negative,0,1,0,0,1,0,0,0,0,0,0,0,0
"VILLA RIDES (1968) turns out to be something of a big disappointment! And even though Sam Peckinpah had a hand in the screenplay, along with Robert Towne, it still emerges as a leadenly written movie dryly directed by the undistinguished Buzz Kulik. Firstly, top billed Yul Brynner as Pancho Villa is wrong for the part! He's not charismatic enough to play the great Mexican revolutionary! His one note performance lacks the fire and gusto Anthony Quinn or Gilbert Roland could have brought to the role. Brynner simply looks like a Russian aristocrat dressed up like a Mexican bandit who is in the middle of the Mexican revolution instead of the Russian one. Also, second billed Robert Mitchum is totally wasted in the picture! His part as a biplane flying ace lobbing home-made bombs from the air in the cause of the revolution is a poorly written meager role that could have been played by any minor star. Mitch hasn't a decent line in the entire movie and brings to one's mind his other Mexican revolution picture the far superior ""Bandido"" (1956) which unfortunately nobody seems to have any interest in releasing on DVD. Besides lacking any kind of style ""Villa Rides"" also suffers badly without the presence of a female star! There is starlet Grazia Buccella as a young Mexican girl who gives Mitchum the glad eye but her casting is merely perfunctory. Someone like Claudia Cardinale or Jean Peters could have perhaps added a couple of badly needed notches to the faltering story line.<br /><br />There are a couple of good action scenes in the movie but a couple of good action scenes do not a movie make and the less than perfect Panavision picture quality plus the over repetitive Maurice Jarre theme tune doesn't help matters.<br /><br />As is Paramount's wont there are no extras - not even a trailer! Yup, a disappointing movie and DVD presentation that could have been and should have been a whole lot better.",negative,0,1,1,1,1,0,0,0,0,0,0,0,0
"I really enjoyed ""Doctor Mordrid"". This is a low-budget film, which may be off-putting to some, but I have no problem with it. I admire it even more for that, considering it's WAY more entertaining than the drivel that Hollywood churns out every year. Too bad this didn't get a theatrical release; I don't know about anyone else, but I would have went to see it in theatres. `Doctor Mordrid' is a very entertaining science fiction film that just about anyone can enjoy, especially if they're into sci-fi like I am. I don't see why this is a R-rated film; only one f-word is said, and there are no gruesome death scenes, nor is there any blood at all. The timeless rivalry between sorcerers Anton and Kabal (Anton wanted the use his powers to save the human race, while Kabal wanted to enslave them), gave the story a sense of enchantment, while the mythical plotline added charm to the story itself. Basically, this a film that's just plain fun to watch. There is one unintentionally funny thing in this movie, though: seeing Jeffrey Combs keeping a straight face while wearing that silly blue cape and suit. That makes me laugh every time I see it. But I digress... Anyway, the acting is great; the main protagonists (Anton, and his lady friend, Samantha), are very likable; Anton is sympathetic, and hospitable, and Samantha is friendly. Plus, the settings were wonderful. The floating island in the other dimension was very cool setting; we're only given a glimpse of it twice, though; it would have been great to see more scenes take place here. The main setting was also very neat; Anton's apartment is very roomy, and he has some cool devices, especially the monitoring system he uses to keep track of the world's occurrences. He even has a pet raven that he keeps in his apartment named Edgar. Overall, this a great film; it was fun to watch, and the main actors put a lot of feeling into their roles. If you can find anywhere that rents `Doctor Mordrid', you should rent it (or, in my case, buy it. It was definitely money well-spent)!<br /><br />My Rating: 8 stars out of ten.<br /><br />",positive,0,0,0,0,0,0,0,0,0,1,0,0,0
"The best thing I can say about this film is that it is well-paced. It did not fall flat. The next best things are the supporting performances by the actor playing foppish groom-to-be Edward, the always marvelous Holland Taylor, and the actor playing Taylor's husband. The actor helping to critique Messing's potential outfits in an early scene brings a delightful absurd-yet-winning quality to the proceedings. Okay, that's about it on the positive side.<br /><br />Dermot Mulroney, whom I adore, is far more believable expressing contempt for Messing than in any scene where he's attempting to be either businesslike or supporting. As others noted, he appears to have no emotional investment in this enterprise other than wrapping it up as quickly as possible. Messing, on the other hand, sincerely tries to carry the film and to create the illusion of chemistry with Mulroney. She is adequate doing so, but is simply not strong enough an actress to pull all of this off without help. Give her an ""E"" for effort and a ""C+"" for achievement. Given Mulroney's indifference, the one thing that could've helped Messing would have been a brilliantly cavalier Irons-esquire performance from the actor playing her ex-fianc茅, Jeffrey. Instead, his performance is weak-kneed, mewling, and feckless.<br /><br />If I tried to analyze this one any further, I'd obviously be paying more attention than most of the people involved. It's harmless enough to pass time if you have nothing else to do, and less obnoxious (and less creative) than The Wedding Singer, but you're much better off watching ""My Best Friend's Wedding"" again.",negative,0,1,1,1,0,0,0,0,0,0,0,0,0
"The only connection this movie has to horror is that it is horribly unentertaining. I would rather prick my finger with a rusty nail than have to sit through it again. Even for a TV movie it is flat. The cast is boring. The screenplay is as exciting as a bowl of sand. How two directors conspired to create such a nothing movie will remain one of the great mysteries of the 20th Century. There is only one scene even vaguely worthy of inclusion in the Omen franchise, and it is shot in slo-mo and cut short at the anticipated pay-off. If you are tempted to see this, pop it in, set your alarm clock for 90 minutes and get comfy. With any luck you'll doze off quickly, and the alarm will wake you once the worst is over. Namely, this movie.",negative,0,1,0,0,0,0,0,0,0,0,0,0,0
"I watch most movies that Nick Mancuso is in because, frankly, I love the guy, even though as he ages he is typically cast as the baddie (long-time fans should note that he is for some reason blond in this flick). It's a fairly familiar movie in terms of plot (but then most movies these days aren't exactly original), but Rick Roberts is appealing as the imperfect husband, Martha MacIsaac is equally appealing as the daughter, and Mitzi Kapture does a good job, if that was her goal, of being angry and sometimes pretty hard to like. Nick has still got it in terms of being able to demonstrate both charm and psychosis. However, too much of the plot takes place off-screen -- like motivation, prior behaviors, good times and bad times -- and things that seem apparent to the characters never quite make it to the audience (i.e., me). The final scene leaves everything to be desired in the ""but what about..."" category, and overall, I can't say that I cared much about any of the characters. That being said, it was what it was -- a reasonably entertaining way to spend the afternoon -- and I still like Nick.",positive,0,1,0,0,0,0,1,0,1,0,0,0,0
"This is the movie I've seen more times than any other (I believe I saw it on average once every year since it was released). And every time I see it, it is equally fantastic and always reveals something new to me. The cast was most probably a combination of the very best there ever was in ex Yu cinematography. This movie is an absolute must for any self respecting movie lover. In the same league: Maratonci trce pocasni krug, Balkanski spijun and Otac na sluzbenom putu. This is a poker of movies everyone should have in his private video collection.",positive,0,0,0,0,0,0,0,0,1,1,0,0,1
"The Godfather Part I was a stunning look inside the fictional Corleone family and how an innocent young man was all but forced into circumstances he never wanted to have a part of. The Godfather Part II shows that young man's acceptance of his new role, his desensitization of character, as well as his complete loss of all innocence as he dives deeper and deeper into a life of crime. The first two parts of this saga of this transformation of Michael Corleone make for one of the greatest tragedies in cinematic history.<br /><br />Then, along came The Godfather Part III. Michael Corleone is now the aging Don of the Corleone family. He shows remorse for his previous actions not through subtle behaviors, but by trying to use his powers for good and admitting all his wrongdoings and regrets to others. Very cliche and uncharacteristic of the complex character that is Michael Corleone. Michael's plans to use his powers for good are derailed by an ambitious young disciple and his enemies. Michael's daughter is eventually a casualty of the ongoing mob wars and her death predictably leads to Michael realizing that his entire life as Don has been worthless for he has failed in the one thing that was the reason for putting himself into the position he was in: protecting his family.<br /><br />The Godfather Part II ends with Michael Corleone reaching the lowest of the lows: having his own brother killed. Before Part III was made, the Godfather saga was an emotionally riveting tale of an innocent young man's journey into darkness with the unbelievably tragic end of Michael forgetting his roots and abandoning the one thing that has always mattered most to him and those around him: family loyalty. Part III paints the picture of Michael as a man who is and always has been just a victim of circumstance. This greatly corrupts the meaning of the first two films.<br /><br />The Godfather Part III is a horrible mess of a film that never should have been made. The only solution to the problem that is this final installment of The Godfather movies is to pretend that it does not exist and that the saga actually ends with Michael's shockingly horrible act of having a member of his own family killed.",negative,0,1,1,0,1,0,0,0,0,0,0,0,0
"Admittedly, Parsifal is not an opera that can appeal to everyone, although it is a favourite of mine, Knappertsbusch, 1951, in particular. Syberberg's entire approach is so static. Whenever the music suddenly begins to swell ... Syberberg keeps the cast moving at the same pace. The takes on Amfortas and Klingsor are endless. Whatever happened to film editing? The result is physically exhausting to watch. The viewer is never spiritually transported. Your impulse is to rush home and play a recording again to confirm that Wagner got it right, Syberberg got it wrong. And that set decoration with those ""clever"" reminders of Wagner's anti-Semitism -- will there ever be a viewer of this film with no prior knowledge of Wagner?",negative,0,1,0,1,0,0,0,0,0,0,0,0,0
"The only reason to see this movie is for a brilliant performance by Thom-Adcox Hernandez who is underused in the movie within the movie. As usual Tom Villard is good, too. Otherwise it's c**p. The possesor doesn't even exist how does he magically change the letters on the theatre marquee to spell out ""The Possessor""? Lame.",negative,0,1,0,0,1,0,0,0,0,0,0,0,0
"The only reason I'm giving this a 9 is that the other kid actors who played Tadashi's tormentors were not up to the job. I presume they were just kids who happened to be the right age and handy, but they were not well coached, and their scenes were a minor annoyance. <br /><br />I say not to judge this by U.S. standards because it's full of ambiguities and the kinds of equivocations that Japanese culture readily embraces, and is not beholden to the black-hat/ white-hat moral constraints U.S. kids' films are routinely subjected to. For example, there is a preciously funny moment when Tadashi's small band of yokai companions finds themselves let down and abandoned by the other yokai, and Shojo--the avuncular Kirin herald--does what many a stressed-out Japanese adult would do. Hint: this would not happen in a Disney film. This picture also has the best product placement for beer you will ever see in a kids' movie. <br /><br />Early on, there's a moment where a school teacher smacks a couple of bullies on the head with her attendance book. There was a TV commercial in Japan a couple years before this movie came out. It was a stop-motion clay animation about a kid who's depressed and playing guitar and singing the blues in his room. His mother yells at him from downstairs to shut up. Then, someone gives him a candy bar and he cheers up and sings a happy tune, but his mother comes in and tells him to shut up again and gives him a dope slap that leaves a dent in his forehead. I mention this commercial, because it was considered funny, and I didn't hear any objections to it while I was there. There is a lot more bloodshed and physical cruelty on screen in ""The Great Yokai War"" than one would find in a Disney movie. As a parent, if this were a U.S. film, I would be up in arms about such things, although not necessarily the moral lessons drawn at the end of the picture, which, of course, are also not black and white. Since it's a Japanese movie, I accept that those cultural norms allow for imagery that would not get past the standards and practices cops in a U.S. production. However, I'd probably be a little uneasy taking young kids to see it without giving them some sort of pre-show briefing and/or post-show debriefing about the violence and other off- color stuff, or I'd wait till they're older to show it to them.",positive,0,0,0,0,0,0,0,0,1,0,0,0,1
"Stories about the possibility of a post-apocalyptic future have been around for ages, since the very creation of science-fiction as a genre per se. The fact that today's society is responsible for what may become of the future in the near tomorrow, and that our own abuses and refusals to see what is right before out eyes are at the very center of all of these stories, whether they are good or bad.<br /><br />Terry Gilliam of course is a natural for this kind of film. He gives the movie a decadent feel throughout, showing a society run ragged by its own excesses and bringing forth the a sense of imminent tragedy despite having moments of comedy. His world, the world in which TWELVE MONKEYS transpires, is a place where the mad run wild, where cities are collapsing in filth and neglect, where everything reeks of foreboding despite the luminosity of the opening sequence, where madness looms at every corner. This is a very dark movie, but his very best, most linear (despite the plot twists which hold up under examination), and one which gets better with repeated viewings.<br /><br />A tragic event in which a deadly virus was unleashed onto humanity in 1996 and thus led to the extermination of Life On The Planet As We Have Known It leads to scientists of the future to try and make amends to change humanity's fate on the Earth by employing renegade citizens -- the scum of the Earth -- as guinea pigs to go back in time, among them one James Cole (underplayed to great effect by Bruce Willis). Cole could be any person. We don't know anything about him, but in a way, that doesn't matter since he is little more than one of many expendable volunteers and hints of his character sneak in later as he gets closer to fulfilling his mission. What we do know is that he is a man who dreams, and his dreams may have been reality: he may have already been at the scene of the Event of 1996.<br /><br />It's this constant sense of deja vu that keeps popping up throughout the movie. When taken to a mental ward by mistake in 1990 he meets Jeffrey Goines (spastically played by Brad Pitt, Oscar-nominated here) who frantically spews forth talk about doom and destruction, and later Cole believes he has seen Goines in his recurring dream as a man pushing a boy aside while escaping... what? He doesn't know. Later he meets a psychologist, Kathryn Railly (Madeleine Stowe), and one of her first reactions to him is that he's insane, and that she's seen him before. This becomes a running notion throughout her participation in this story from passive/resistant to active and even slightly crazy believer that Something Terrible is coming This Way, especially when she meets him six years later: she has seen Cole before. At the same time, Cole continues talking about a dream he keeps having in which she also plays a part as a blonde woman running down the aisle, screaming for help, after shots have rung out and a particular red-headed man in a ponytail (Jeffrey Goines?) has apparently escaped, not before pushing the little boy who is an innocent bystander. The questions arise: have these events happened? Are they going to happen? Who is really a part of this, or better yet -- is everyone, down to the smallest player, a part of a Greater Plot? Or is this all some trick in the fabric of time in which Time in itself is one huge conveyor belt showing repetitions of fragments of events that slide by over and over again? <br /><br />These questions are formulated in a masterful sequence which includes key scenes of Alfred Hitchcock's masterpiece VERTIGO in which Madeleine Elster/Judy Barton mourns her own brief existence (""You took no notice,"" she says, as Cole and Railly watch from their seats in the movie theatre they are hiding in). Snippets of dialog from VERTIGO form a foil to the dialog between Railly and Cole and later, when Cole awakens from having apparently dozed off in the theatre and goes looking for Railly, he comes face-to-face with her in disguise (looking almost exactly like Eva Maria Saint from NORTH BY NORTHWEST) as the swelling Bernard Herrmann score plays the emergence of Judy Barton, dressed as Madeleine Elster. It's a fascinating sequence, more so because of the most improbable occurrence of the names of the actors in both films: Madeleine Stowe plays Kathryn Railly who dons a blond wig and grey trench-coat and calls herself ""Judy Simmons"" while helping an ""insane"" man named James Cole; James Stewart plays a detective who tries to help ""insane"" Madeleine Elster who will later re-appear not once, but twice, first as brunette Judy Barton, and later, as Madeleine. Action and re-enaction, play and re-play.",positive,0,0,0,0,0,0,0,0,1,0,0,0,1
"Relying on the positive reviews above, we saw a free screening of this last night. Now I KNOW that filmmakers plant positive reviews, because there is no way an objective individual could have written these. ""Destined to become a 'cult classic'""?? The theater was packed, apparently with friends and families of the production crew, because only a few of us walked out by the first hour.<br /><br />The songs were the most literal I've ever heard in a musical 聳 ""don't take the short cut, honey, there's a wolf in the woods.."". Debi Mazar's eyes blinked furiously as she struggled to sing. Fortunately, most of the tunes lasted for only a few lines.<br /><br />Now, whoever plays the wolf in this tale should be charming and seductive. Instead, we get Joey Fatone, ex N'Syncer, living up to his last name as he's not aged well. He's not exactly lithe with his extra 50 pounds and junior high school-quality makeup and out-of-tune singing. Seriously, this guy was in vocal group? The rest of the actors are semi-adequate, but can't do much about the unimaginative script. You know, it is possible to write for adults and children at the same time 聳 see under ""Pixar"".<br /><br />On the positive side, the virtual sets looked nice and were well-integrated with the actors. And it wasn't as offensive as ""Crash"".",negative,1,1,0,0,0,0,0,0,0,0,0,0,0
"""Wild Tigers I have Known."" It will only be showing in big cities, to be sure. It is one of those films SO artsy, that it makes no sense what so ever, except to the director! I HATE those! And all of those oh-so-alternative/artsy people try DESPERATELY to find ""metaphors"" in what is EVIDENT horseshit.<br /><br />There was NO plot, no story, no moral, no chronology, and nothing amusing or even touching. To me, it was a bunch of scenes thrown together that had nothing to do with one another, and were all for ""show"" to show how ""artsy"" and ""visual"" they could get. It was an ATTEMPT at yet ANOTHER teen angst film, but missed the mark on every level humanly possible. Then the credits roll! I was waiting for it to make SENSE! I was waiting for ""the good part."" I own about 60 independent films in my DVD collection, many of which could arguably be called ""art house"" films. This will NOT be amongst them. You will be very angry at yourself for paying to see this film, much less ever buying it on DVD.",negative,1,0,0,0,1,0,0,0,0,0,0,0,0
"""Ice Age"" is one of the cartoon movies ever produced by Blue Sky Studios and released in 2002 as the company's first. We are introduced to the main characters: a squirrel named Scrat (voiced by Chris Wedge, AND PLEASE NOTE: the sound of Scrat's screams is the sound of Tom's screams from the ""Tom and Jerry"" cartoons), a woolly mammoth named Manny (voiced by Ray Romano of ""Everybody Loves Raymond""), a sloth named Sid (voiced by John Leguizamo of ""Titan A. E.""), and a saber toothed tiger named Diego (voiced by Denis Leary of Pixar's ""A Bug's Life"").<br /><br />The movie opens with Scrat trying to bury an acorn and right after that, he caused an avalanche. We then see a herd going south for the coming Ice Age (except for Manny, who is going the other way looking for other mammoths that looked like him). Sid comes out of his cave yawning, and saw that his family abandoned him. He then pays toll with some aardvarks. Unfortunately, he gets pursued by Sylvia (voiced by Kirsten Johnston of ""3rd Rock from the Sun""), a female orange sloth, who wants Sid to go migrating with her. Sid eventually teams up with Manny, and they became friends.<br /><br />Meanwhile, nearby a human tribe, Soto (voiced by Goran Visnjic), an evil saber toothed tiger, wants revenge against the tribe's leader for wiping out half of his pack just by stealing his infant son, Roshan, away from him. In the morning, he, Diego, and Soto's henchmen, Lenny (voiced by Alan Tudyk), Oscar (voiced by Diedrich Bader), and Zeke (voiced by Jack Black) attacked the tribe, but the leader's wife escaped with Roshan and gave him to Manny and Sid to look after. Eventually, Diego joins them, and went on a journey to return Roshan back to his tribe, who are also looking for him as well. Relax and watch the rest of the movie and find out, okay? Besides Manny, Sid, Diego, Scrat, Sylvia, and Roshan, the supporting characters in there including a pack of wolves that Roshan's tribe are using, and not to mention a fat female purple sloth named Jennifer (voiced by Jane Krakowski), and a skinny female yellow sloth named Rachel (voiced by Lorri Bagley), to whom Sid shows them Roshan as they relax in a tar pit. Incidentally, the two rhinos, Carl (voiced by Cedric The Entertainer of PDI's ""Madagascar""), and Frank (voiced by Stephen Root of Pixar's ""Finding Nemo""), who go after Sid for ruining their meal and confront Manny on a cliff, are simple minor characters. Same went for the dodos, who are using melons as their food supply.<br /><br />The gags in this movie are very funny. For instance, Manny talks through his trunk saying, ""I'M NOT GOING!"" When Jennifer and Rachel are out of the tar pit, Sid asks Jennifer ""What do you say if we jump into the gene pool and see what happens?"" Jennifer then responds to him, ""What do you say if you go jump into the TAR PIT!?"" Rachel also then kicks Sid in the waist. Sylvia sees Diego holding Sid by the neck with his teeth, then she asks Sid if he's holding his breath, tells Diego to eat him, and promptly walks off.<br /><br />Since ""Ice Age"" is not only a success, but it has 2 sequels: the first one was ""Ice Age: The Meltdown"", which was released in 2006, and the other was ""Ice Age: Dawn of the Dinosaurs"", which is going to be releasing next year. I can hardly die waiting to see what ""Ice Age: Dawn of the Dinosaurs"" will be like.",positive,0,0,0,0,0,0,0,0,1,1,0,0,0
"Very bad but watchable science fiction film that suffers from abominable special effects, poor acting, and a ridiculous story. The film opens with a spaceship returning from exploration on Mars with a woman and a man with green slime on his arm. She, through some hokey plot contrivances, begins to tell what happened on this fateful trip as almost all the tapes seemed to be magnetically wiped off. Four astronauts take on this journey: a military type played by Gerald Mohr, a poor man's Humphrey Bogart who enjoys saying the word ""Irish"" and has the acting savvy of a codfish, then there is Naura Hayden, a beautiful redhead and only female crew member on flight with three men wearing the most formfitting suits possible to accentuate all her curves, next, Les Tremaine, a wonderful character actor from cheap sci-fi films like this as the egghead, and last, Jack Kruschen as Sammy - the guy from Brooklyn with jokes and doesn't seem too bright although chosen for his expertise in electronics. None of these performers are really any good, and all of them say their dialog with little conviction. Watch Tremaine as he utters that scientific nonsense! Really, the best out of the four is Kruschen - and that really says a lot about this film. But bad acting aside, the movie just falls apart when they land on Mars via flashback. The Angry Red Planet had a real cheap budget because Mars is really the American Southwest with a heavy red tint over it. When the story calls for something that might look Martian, there are drawings placed with a heavy red tint over them. You can tell they are drawings The monsters are perhaps even worse as we get a Bat-rat-spider with a size upwards of 40 feet that looks like some kids got together piecing dead animals together. The other significant creature is a giant amoeba with an oscillating eye. Whew! These are bad. There is a nice drawing of a Martian city, but there just was not enough of this in the film. Despite all these big problems, The Angry Red Planet is a fun bad film. It is really fascinating to see how far we have come as a civilization. Most of the stuff they used in the movie is so outdated. One guy is using an electric razor with a cord and I thought they can get to Mars but they are still using cords. Director Ib Melchior gives an interesting look to much of the film even with the budgetary constraints, but the story by him and Sid Pink doesn't fly. And how bout that ending with the music and the psychedelic colors? Groovy man!",negative,0,1,0,0,0,0,1,0,0,0,0,0,0
"I really like this movie. Bozz is an ultra-cool, not to be intimidated soldier who does not want to go to war. His persona is similar in a way to Yossarian in Catch-22, Joseph Heller's classic novel about men and war. This film, however, is not set in a war zone, but in a pre-war combat prep training. This wonderful film is all about the sickening realization that the Vietnam war was a mistake and those men who were pegged to be sacrificed for a losing cause.<br /><br />Colin Farrell is brilliant as Bozz, a soldier who showed as much genuine love and compassion for his fellow soldier as he did disdain and irreverence for the establishment that was trying to kill him. Bozz is totally cool and non-plussed, testing and tweaking his military superiors, getting their goat at every opportunity. He is a Jesus Christ figure with a psychology degree, ""saving"" his fellow soldiers and showing the ones in genuine need, the way out of this man's army.<br /><br />The acting and action is crisp and believable and as a ""Sleeper"", Tigerland goes down with Apocalypse Now and Full Metal Jacket as one of the top three Vietnam films in my opinion.<br /><br />FIVE STARS, a top pick.",positive,0,0,0,0,0,0,0,0,1,1,0,0,0
