Review,Disgust,Disappointment,Sadness,Confusion,Anger,Fear,Indifference,Surprise,Interest,Happiness,Reflective
"A compelling, honest, daring, and unforgettable psychological horror film that touches on the painful experiences of pain caused by rape - ""Descent"" is a film that went under-the-radar due to its lack of distribution because, frankly, the film is so brutal in its depictions, that if it had been released theatrically, it may have met itself to some strong biased hate.<br /><br />The film deserves to be discovered for, not only its dark themes, and not only for its amazing direction and authentic style - but most of all for its performances. Chad Faust is absolutely stunning, bringing enough sickness and enough vulnerability to make one, not relate to, but understand this fractured man with a twisted perspective on his sexuality with not only the women he rapes, but also the fragile insecurities deep within his own self. It's a supporting performance that is so complex, brave, and emotional on Faust's part. And hard to forget.<br /><br />However, the standout is Rosario Dawson, whose performance here is an absolute revelation. A tour-de-force of realistic dramatic tics, and one of the most subtle, yet loud-as-can-be performances in quite some time. While Dawson is seen in some good supporting performances in some great-to-bad films, she proves here she has what it takes to deliver some emotionally sweeping and moving performances, believably and thematically.<br /><br />One of the best films of its year (and 2007 was a strong one) - had this underrated and intelligent film hit theatrical release, I would be screaming praises for it, as well as Dawson and Faust. Too bad it was way too blunt for a widespread appeal. Films like this deserve better!",0,1,1,0,1,1,0,1,1,1,1
"I was going through a list of Oscar winners and was surprised to see that this film beat Butch Cassidy and the Sundance Kid for best picture in 1969. After actually seeing it, however, I'm not surprised anymore. It was way ahead of its time in regards to its style, cinematography, and use of flashback to help develop Joe Buck's character.<br /><br />The most amazing thing to me is the depth of Joe Buck's character in such a short movie. I think Voight captured the naivete and the viciousness-when-provoked. The two scenes that really caught me were after he gets the blowjob in the theater and when the older man solicits him. I think when he looks in the mirror he's trying to see if it's really him that has done- or is about to do- something terrible.<br /><br />I think it was a brilliant decision by Hoffman to take this role. Otherwise he may have been typecast after the Graduate. Anyway, this considered an all-time great for a reason.",0,0,0,0,0,0,0,1,1,1,1
"This movie was directed by Victor Nunez who also wrote the screenplay (Ulee's Gold). Nice and straightforward writing, that was nominated for the Independent Spirit Award, looking at Ruby's day to day life. What we see is a slice in the life of the young woman Ruby. Ashley Judd (Sisters) won the Independent Spirit Award Best Female Lead for this role. Ruby is starting to live on her own and establishing her own identity. She explores jobs, friendships, boy friends, sex, a typical young adult search. The movie won Grand Jury Prize at the Sundance Film Festival. As an independent film enthusiast I picked the movie because of Sundance. I appreciate this type of movie, because it does not carry the Hollywood baggage.<br /><br />Although the stories are completely different this reminded me of Nobody's Fool, staring Paul Newman. The later movie is a slice of the daily life of a common man. I like that. The story is very nicely told, and all we had to do was sit and enjoy the story. The only thing I am not sure about is the title. I am sure that there are not that many bugs, and flies in paradise as there are in Florida. As I am allergic to mosquitos, Florida is no paradise to me, I itch all over thinking about Florida. I turn into a complete red boil. I recommend this movie! Favorite scenes: Ruby and her friend Rochelle Bridges, played by Allison Dean walking at the beach of Panama City, Florida. Indeed the sand is very white. I have been there. Favorite Quotes: ""Necessity has always been a good excuse."" ""All that fuss over finding a man is not at all different now, who is going to be and when and why.""<br /><br />",0,0,0,0,0,0,1,0,1,1,1
"I've joined IMDb so people know what a great film this is! It's not often you come across a film that's moving and visually cinematic yet humble. You've read the plot so all I want to say is don't watch it because you want to see a clash of cultural religious identity babble ,because that's the typical misconception people read in to,instead just appreciate and realise it's about a father and son on a voyage growing to know each other through their struggles. Buy it and pass it on before film4 get round to it. This was one of the very few films to be nominated for a BAFTA being independent and foreign. The beauty of it is that it manages to appeal to anyone even if you never watch anything subtitled or just used to the Hollywood formula, just a great story that will keep you engaged. The only thing I wish is for it to be longer and see what happens",0,0,0,0,0,0,0,0,1,1,1
"This was excellent. Touching, action-packed, and perfect for Kurt Russel. I loved this movie, it deserves more than 5.3 or so stars. This movie is the story of an obsolete soldier who learns there is more to life than soldiering, and people who learn that there is a time for fighting, a need to defend. I cried, laughed and mostly sat in awe of this story. Good writing job for an action flick, and the plot was appropriate and fairly solid. The ending wasn't twisty, but it was still excellent. If you like escape from New York, or rooting for the underdog, this movie is for you. Not an undue amount of gore or violence, it was not difficult to watch in that respect. Something for everyone.",0,0,0,0,0,0,0,1,1,1,1
"As a big fan of David Mamet's films and plays, especially his first film House of Games that also starred Joe Mantegna, I was expecting great things from this film. Instead, I found myself annoyed by the film's superficiality and lack of credibility. Racial slurs are thrown about without any feeling or meaning behind them, in the hopes of setting up a racial tension that for me never materialized. Identity is totally reevaluated and men become ""heroes"" for no apparent reason. Because of his oaths taken as a cop, the lead character adamantly refuses to perform one relatively small action that would harm no one and could possibly save lives, and yet performs another action which is very violent and VERY illegal, but then still refuses the minor action. In addition, a highly unbelievable subplot involving a man who has killed his family is introduced just for the sake of a plot point that was all but advertised with skywriting, and the cop's reaction to that occurrence stretch credulity way beyond all reasonable limits. Needless to say, after expecting another exciting thriller from David Mamet, I was extremely disappointed to say the least. 3 out of 10.",1,1,0,1,1,0,0,0,0,0,0
"How can a movie have Ozzy Osbourne and still suck? I just don't get it. Trick or Treat managed to do it. This sucks and likes it.<br /><br />Trick or Treat is one of those movies I have to warn people about. It is a vomit-inducing vile atrocity just begging to be viewed so you can feel that much worse about yourself. Trick or Treat has no redeeming factors.<br /><br />For a movie about heavy metal, it sure doesn't seem to grasp what heavy metal is or what it represents. This movie manages to make heavy metal look lame and this was in 1986, probably one of heavy metal's strongest hours. That is quite a feat, however negative.<br /><br />Trick or Treat = so bad you will be angry at yourself for having watched it. That simple equation will hopefully keep you away from this brainless and gutless film.",1,1,0,1,1,0,0,0,0,0,0
"Tarzan the Ape Man is a remake of the 1932 film of the same time, and like that earlier film, it has little resemblance to Burroughs' literary character. But while the 1932 Tarzan was reduced to ""Tarzan - Jane"" speech, this Tarzan, played by Miles O'Keeffe, doesn't speak or even grunt. He does do the the Tarzan yell a couple of times, which sounds like it was sampled from the earlier film.<br /><br />No, Tarzan plays second banana to Bo Derek as Jane. Or rather, as third banana to Bo Derek's left breast and her right breast. This movie has no point but to show Derek naked.<br /><br />The two action scenes in the film are presented in slow motion, and are really bad. More evidence that no one cared.<br /><br />Bizarrely enough, Tarzan has an orangutan side kick in this film. Maybe he car pooled in from Sumatra with the Indian elephants that are also on display.",1,1,0,1,0,0,1,0,0,0,0
"George and Kim are traveling with their young son Miles to a remote cabin in upstate New York when their car hits a deer and swerves into a ditch.But what seems to be a mere occurrence of misfortune marks the beginning of a terrifying journey,where myth becomes reality and a flesh-eating spirit,half animal and half man Wendigo,haunts a small town...""Wendigo"" by Larry Fessenden is a thought-provoking horror film that often tenderfoot's into a somber family drama.The acting is great,the characters are well-developed and there are some bone-chilling moments.The subtle glimpses of Wendigo are handled effectively and it's never clear what is real and what is imagined,or even if the story is taking place entirely in Miles' head.Overall,""Wendigo"" is my first contact with Larry Fessenden's work and surely won't be the last.Give this film a chance,if you don't mind watching something unconventional.8 out of 10.",0,0,0,0,0,1,0,1,1,0,1
"This is one of the worst movies i have seen to date, the best part was Christian J. Meoli ""Leonard"" attempting to act jumping up and down outside the bar, kind-of like i wanted to do on the DVD, to spare the rest of humanity the agony of watching this shitty film. It has a great cast so you keep watching waiting for it to get good, i mean with Sean Astin ""Andrew"" (played his part perfectly, did a great job, too bad it was in this film), Kyra Sedgwick ""Bevan"", Ron Livingston ""Chad"", Ren__ Zellweger ""Poet"" (they put her name on the cover she has a total of 1 line and less then 4 seconds in the whole movie...<br /><br />If the cast had any dignity, they would go out and buy all the copies of this film and burn them along with Writer / Director George Hickenlooper and Writer John Enbom",1,1,0,0,1,0,1,0,0,0,0
"I watched the show 10 years ago and loved it!!! Am now in possession of the DVD and was watching the series, and waiting for scenes I knew were in the show (when Lucas confronts Gail in his house)and realized it was missing - all of a sudden I was watching the seduction without the lead up. Then I went on line to check out all the BIOS of the stars and came across the comments about the shows being out of order. Thank You!!!!! But there seems to be some conflict. Some comments state ""Strangler number 19 then Triangle 20, when another had them around the other way. And also Potato Boy 5, and Dead to the World 6, were reversed as well. Can someone clarify?????",0,0,0,1,0,0,0,0,1,1,0
"DOUBLE EXPOSURE was a tremendous surprise. It contains outstanding acting (particularly from the underrated Callan), fine cinematography and a compelling storyline. In other words, it's one of the finest horror efforts to emerge from the 1980s.<br /><br />Callan plays a fashion photographer who experiences dreams of murdering his models, at a time when he is reunited with his psychologically volatile brother (who happens to be missing an arm and a leg). When the models Callan dreams about killing actually turn up dead, the photographer begins to doubt his own sanity... but there is more to the picture than he is seeing.<br /><br />This film never received the praise it deserves. Most critics and filmgoers lump it in with the horde of slasher films released at the same time, but it stands high above the bulk of that sorry lot. It's clever and unique, which isn't something one can comfortably say about most films of this genre, but it's also passionately crafted and performed. DOUBLE EXPOSURE is a gem of its kind.",0,0,0,0,0,0,0,1,1,1,0
"As a great admirer of Marlene Dietrich, I had to (finally) watch this very, very dull picture. It is Miss Dietrich's first color film, and the world's most beautiful blond is a redhead! Bad start. The story is a tremendous bore, involving a subject which itself bores bores me stiff: religious guilt. (Who needs it???) Suffice it to say, perhaps, that of all Dietrich's films (and I have seen most, including ""Pittsburgh"") this is the only one where even her performance is barely worth watching. The color photography is OK (this is a very early Technicolor release), but to no purpose. Ridiculous casting: C. Aubrey Smith, Basil Rathbone (enough said?). The only thing of any interest at all is John Carradine's outlandish caricature of a performance as ""The Sand Diviner,"" who foretells all that will happen. The supposed ""happy ending"" is one of the most depressing ever conceived. Yet another example of David O. Selznick's highly inflated reputation (did he ever make a really good film? -- other than That One?) And, for one final annoyance, the soundtrack of the MGM DVD is a mess, with volume levels seemingly randomized. Highly unrecommended.",1,1,0,0,1,0,1,0,0,0,0
"I grew up in Houston and was nine when this movie came out. As a result I don't remember anything about the movie. But I do remember the sensation it caused from Gilley's and the mechanical bull to Johnny Lee's hit song ""Lookin' for Love"" which still brings back memories of childhood whenever I hear it.<br /><br />However, a few years ago I saw this movie for the first time as an adult and all I can say is, I was blown away. Few movies have hit me harder. This movie is as raw and real as you can get. From Uncle Bob's ranch house, the chemical plant in Texas City, Gilley's dance hall, and Bud and Sissy. And maybe for that reason it doesn't have a wider appeal. But no matter how you feel about country music (I for one can't stand it despite my Houston roots) Urban Cowboy is a unique slice of American pie. For that reason I love it!",0,0,0,0,0,0,1,1,0,1,0
"Many have stated that Orca _?Killer Whale is a Jaws rip-off. This is not really true, though the enormous commercial success of Jaws undoubtedly made these man .vs. beast stories more attractive propositions for film-makers in the second half of the '70s. Orca _?Killer Whale would be better described as a modern-day retread of Moby Dick. It's a story about obsession. On one hand a whale's obsessive quest to avenge the death of its mate; on the other a bounty hunter's obsessive quest to kill the whale before it can claim any more lives. Sadly, Orca- Killer Whale emerges a very disappointing film, its fundamentally interesting ideas somewhat ruined by hammy performances and preposterous plotting.<br /><br />Shark hunter Nolan (Richard Harris) encounters a marine-life researcher Rachel Bedford (Charlotte Rampling) diving off the Atlantic coast of Canada. Their meeting almost ends in disaster when Rachel's team are attacked by a Great White Shark, but a Killer Whale arrives in the nick of time to stop the shark. After this, Nolan becomes increasingly obsessed with capturing a Killer Whale and selling it to an aquarium. But his plans backfire when he accidentally kills a pregnant female of the species while the distraught male looks on. Rachel tells Nolan that a Killer Whale is an incredibly intelligent mammal with a strong memory and feelings just like a human. Worse still, native Umilak (Will Sampson) warns him that the whale will always remember its grief and do everything it can to have revenge. Nolan initially tries to forget about the whole regrettable incident, but the whale causes havoc in the fishing town and the disgruntled locals begin to demand that Nolan puts to sea to track it down and destroy it. Eventually Nolan is forced to pursue the Killer Whale_?the hunt leads all the way to the desolate ice floes of the Arctic Ocean, where man and beast play out their final fatal battle against each other.<br /><br />Two things stand out in this film. One is the haunting score by Ennio Morricone (perhaps the greatest composer of film music of all-time, his talents wasted on various tenth-rate clunkers during the 70s and 80s). The other is the amazing widescreen photography of Ted Moore, which makes the film consistently pleasing to the eye. In every other department, Orca _?Killer Whale is a shoddy film that does nothing to enhance the reputation of its talented cast and crew. Harris appears extremely ill throughout the film, his hair bedraggled, black rings around his eyes and skin deathly pale. His performance lacks the usual vitality. Rampling strikes a lot of sexy poses but fails to convince with her long-winded and ill-informed explanations about the ways of whales. The rest of the actors are wasted in brief and undeveloped roles, the most memorable of which sees Bo Derek getting her leg bitten off by the vengeful whale. The plot is total nonsense from start to finish, with such preposterous sequences as the whale deliberately starting a fire in the fishing village that engulfs and destroys the local refinery! Although it's credible to suppose that whales are intelligent creatures with genuine emotions, the idea that a whale could plot revenge against a single human adversary and carry it out so calculatedly is utterly absurd. Orca _?Killer Whale is really one for completists of the man .vs. beast cycle from the late 70s. Most will come away from the film shaking their heads in disbelief and grinding their teeth with despair.",1,1,0,1,1,0,0,0,0,0,0
"Yep.. this is definatly up there with some of the worst of the MSTifyed movies, but I have definately seen worse. Think Gremlins rated R. Well anyway, I met Rick Sloane at some sci-fi convention, that amazingly, he was lecturing at! It was one of those really low budget conventions, where everything goes, an everyone brought in something (if you want to see crap, you should have of seen what some friends and I brought in).<br /><br />He seemed like a very nice guy, he was very cool about my questions and comments on Hobgoblins, and he even told me not to take it seriously, and said he loved the MST3K version!<br /><br />All in all, Rick Sloane knew what he was doing. And I think was meant to bad like Mars Attacks. So I guess I'm standing up for this movie and giving it a 5, and betraying all my fellow MSTies. Sorry guys.",0,1,0,0,1,0,1,1,0,1,0
"This is one of the few movies released about a ""what if"" type of situation that made me think. It was amazing to hear them speak to each other, and reminisce about all the wonderful (and not so wonderful) things that happened between them. I actually think that there is a very good possibility this occurred like the movie implies, and they actually made peace with each other. Those are good memories for every fan to hang onto, and to ask what actually happened between them would be selfish. What an AMAZING movie this was. The comedic aspects of the movie were wonderful. To think that they were together to patch things up between them in such a way is a comforting thought to people who wish they had a chance to clear the air with someone they didn't get to. To see John as such a caring, laid back character was refreshing from hearing all of the trash that was spoken about him...",0,0,0,0,0,0,0,0,1,1,1
"There's nothing quite like watching giant robots doing battle over a desert wasteland, and Robot Wars does deliver. Sure, the acting is lousy, the dialogue is sub-par, and the characters are one-dimensional, but it has giant robots! The special effects themselves are actually quite good for the period. They are certainly not as polished as today's standards, but it contains a minimum of computer graphics and instead uses miniatures, so it has aged fairly well. Its shortcomings are easily overlooked given the films short runtime, and it does have a certain tongue-in-cheek humour in parts that make it quite enjoyable. I would recommend this to any fan of giant robots or cheesy sci-fi who is looking for a lighthearted hour of distraction.",0,1,0,0,1,0,1,1,1,0,0
"The movie is absolutely silly.<br /><br />But were you expecting a high-brow intellectual film based on a comic called Slam Dunk? Really? Jay Chou's acting isn't exactly the most moving thing I've ever seen, but I certainly enjoyed the movie. Was it somewhere near the level of awesome that someone like Jet Li or Stephen Chow can produce? No, not really. Was it thoroughly entertaining if you're just taking it at surface value? Absolutely. It's a movie about some Chinese eye-candy idols and musicians who can play basketball at an unreal level of expertise. There's an evil Triad-style dude and a wacky scheming guy who gets Jay Chou involved in all of this. A love interest. It's formulaic but really, suspend disbelief for a while. Come on. It's called Kung Fu Dunk. What do you really think you signed on for? Do yourself a favor if you watch it - I found myself a copy with some Engrish subtitles that made the movie nigh unintelligible conversation wise, but we got a great laugh out of it. They would appear to be extremely fixated on Jerusalem and the numbers 1, 10.<br /><br />I laughed, I cried, I hurled. I'd watch it again.<br /><br />Especially for that fight scene in the bar. Well choreographed and well shot. I especially enjoy the plexiglass lit pool table - I'd LOVE to play on one of those.<br /><br />Slick enough for me, but I dig on trash cinema.",0,0,0,0,0,0,1,1,1,1,0
"I wouldn't go so far as to not recommend this movie, since the only problems I have with it are due to an overexposure to the plot devices used in the movie - the sort of things common to every kids movie ever made it seems. That doesn't make it bad, just not something I'd go far.<br /><br />It is a little saccharine, so I might say that for the most part anyone looking for something with a little more wit could be disappointed in an obviously for-kids movie like this.<br /><br />However, all of that goes out the window when that squirrel (the one in all the trailers) comes on-screen. His time is limited, but it seems apparent that the decision makers had the wisdom to tell these guys 'hey, could you stick in a little more squirrel?' every time it's getting intolerably dull. That doesn't save the movie, but you can leave saying 'at least there was one aspect where I couldn't stop laughing.'<br /><br />And of course, visually it won't disappoint, but that's almost a given with Pixar flicks. Of all of their stuff, I'd put this at the bottom...but that isn't in itself bad.",0,1,0,0,0,0,1,0,1,1,0
"Get ready for it: This is one of my favourite films of all time. I am relatively unaware of David Mamet's (writer and director) other works but after having watched this film half a dozen times(it's always a joy to watch), I can say without hesitation that he is a genius. This film is extremely well written, and quickly draws you in to its milieu of deceit, con-artistry and back room hustles. The feel of the film is very similar to The Sting (1973) and it also pays homage to film noir.<br /><br />It's quite a psychologically complex film and will definitely get you thinking about the various plot twists and motives of the shady characters. It is slightly predictable at times but the shocking climax is always exciting to watch.<br /><br />Generally, the acting is superb- especially Joe Mantegna- but someone who I watched the film with remarked to me that it's not a good idea to have a heroine (Lindsay Crouse) who is not only a gambler, a smoker and a thief but also sports a bad 80's hairdo. I agree, but I think she is nevertheless outstanding in the role.<br /><br />The less you know about the plot of this film, the better, just like Mamet's most recent film, The Spanish Prisoner, because the ending will be even more impressive. Just sit back and be prepared to be taken for a ride by a movie that comes dangerously close to brilliance.",0,0,0,0,0,0,0,1,1,1,1
"I'm rarely moved to make a comment online about a film. But I can't understand how this one got made. Who made it? How could they have possibly thought they were capable of making a feature film? Did they do a weekend course at some film school, get a nice big cheque from daddy and kidnap David Badiel's family one by one until he agreed to be in it? Or was he by any chance a longtime family friend/distant relation doing this out of sheer, misplaced kindness? I don't care, don't want to know. Even he looks utterly embarrassed to be in it, mumbling his lines and hiding his face from the camera. Meanwhile the DOP must have been the gaffer from Neighbours, there seemed to be absolutely no sound design, the script, the direction and editing were all abysmal, and quite frankly the apathy that overwhelms me right now means that I can't be bothered to spend any more of my life thinking about this film.",1,1,0,1,1,0,1,0,0,0,0
"Okay. So there aren't really that many great movies around. Recent gems like American Dream, The Straight Story and even Toy Story 2 don't normally come so close together. But boy (!) does this film counter-balance the quality.<br /><br />I have NO idea what these people thought they were doing. Are the financiers in this world so easily convinced to fund such a crock of ****? I can just see it now...<br /><br />Producer - ""So we've got Joe Fiennes. He's cute as a button and was pretty good in Shakespeare in Love. And we've got Rhys Ifans, who isn't cute but was cool in Notting Hill. We'll mix in a really mediocre score, a few forgettable post-Britpop tunes, hemlock root and lizard brains and hey presto you've got the worst film of the new millennium.And believe me, it's gonna be a hard job to make anything as bad as this in the next thousand years.""<br /><br />The Bank - ""I like it! Any unnecessary sex? Bad camera movements? And what about the worst accents this side of Devil's Own?""<br /><br />Producer - ""Yeah, we got plenty of those.""<br /><br />The Bank - ""Sounds great, where do we sign?""<br /><br />Please.",1,1,0,1,1,0,0,0,0,0,0
"Every generation fully believes it is living in the end times. This has been true for thousands of years now. And movies like this feed on this. How did they get the great Orson Welles to narrate this train wreck? This is a documentary about the biblical prophecies of Armageddon. It tries to link the prophecies as well as it can to what was happening in the times it was made, making it obviously dated and kind of silly.<br /><br />The reenactments look like they are out of ""Unsolved Mysteries"" but without the high production values. People should have been embarrassed to take part in this.<br /><br />In short, the movie is dated, silly, reactionary, and useless. Good if you want a good laugh, but not good enough to actually look for.",1,1,0,1,0,0,1,0,0,1,0
I saw this movie a couple years back. I could'nt sleep and there was nothing on. So I peeped it. What really gets me is it makes no sense and thats why its disturbing. Richard gets tied up in chicken wire and Jarvis starts making out with Richard's girl while she's unconscious. Then Jarvis's buddy Troubador is playing some stupid song on his guitar. By the next morning it shows Richard's girl talking to Jarvis and Trouby and then she walks back to Richard and looks at him while he's still tied up. Then they play some happy music and the movie is finished. I mean what happened? Did they brake up? And what was she saying to those 2 guys(Trouby and Jarvis)? Its to puzzling and to poor to. I can't stand movies that are disturbing and don't make sense. This was the worst film i've ever seen since the 90's version of Lord of the Flies.,1,1,0,1,1,0,1,0,0,0,0
"When I first saw this show, I thought it looked interesting. I watched it, saw how it revolved around Sarah, like the character sees the world...revolving around her. I got it, but wasn't laughing very much.<br /><br />Onstage and in her show, she's racist, crude, insensitive and hugely self-centered. I didn't get her at first, and took it all at face value. Then I got to see her movie, Jesus is Magic. I think that served as a Sarah Silverman primer for me, explaining to me just what 'language' she's speaking. She's like Marilyn Manson, working so hard to give us a faceful of horrible ideas and images, but you eventually realise it isn't an assault, it's a statement. And once you understand that, you find you're glad someone's finally giving it to you straight.<br /><br />I don't mean to suggest only smart people will understand, or that to hate this show is to prove your idiocy. While I like a lot of 'smart' shows, I still to this day do not see the humor of Curb Your Enthusiasm. I get the impression that it's good, but I just don't get it. Many people will never get the Sarah Silverman Program, but I'm glad I eventually came around.<br /><br />The creators of this show do work hard, every episode is loaded not just with dialogue and plot, but with songs, or dream sequences, production numbers. These people aren't putting together something to fill a time slot and please advertisers, they appear to be on a mission to make the best show they can put together. If I was to predict the future of this show, I'd say it will go the way of Arrested Development and Freaks & Geeks. It will get canceled before it's time and live on in fans' hearts and on DVD. But take heart, SSP creators, your audience IS out there, and we'll be watching for as long as they let you make the show.",0,1,0,1,0,0,0,0,1,1,1
"This is not the video nastie, but only because it came out in 1994 when they were presumably tired of the whole thing in Britain. It is 75% a rehash of The Boogeyman, and would have been banned for the same reason - whatever that was.<br /><br />I was initially confused as I thought that Annie (Kelly Galindo) may have been a different Lacey, but she was someone trouble by psychic visions of a boogeyman similar to the one in the first film. Fans will immediately note that they are not the same person.<br /><br />After seeing a murder in a bathroom, and also seeing the address as well, Annie, her psychiatrist and a para psychology student who greatly resembles the guy on the cheap romance novels and butter commercials, head to the house, and, sure enough, it's the same bathroom. 24 hours later a murder happens just as she described. Of course, we have no idea who this boobilicious woman is or why she was murdered.<br /><br />Then the movie shift to a rerunning of The Boogeyman story with some extra footage that we did not see in the original. Notably, the boogeyman is shown unlike the original. Sadly, some of the good scenes were cut, but 90% of it is there. Why rerun this film? Did they find the footage in the trash? What was the purpose? <br /><br />We'll never know and, despite the psychologist telling Annie she is cured, we all know the bogeyman will never die.",0,1,0,1,0,0,1,0,0,0,0
"I expected alot from this movie. Kinda like Lee as a Naustradamous like caracter but instead all I got was a waste of time and a boring movie. I can't even explain this movie. It had wooden acting, terrible script from pieces from the Bible like hurricanes, tidal waves and earthquakes. But that was at the end! The rest of it I had to wait and hope that something meaningfull would happen but it didn't. This movie is about a couple that tries to find out the changes going on in the world like places in China where there was an earthquake and end up at a convent run by eight nuns and a priest. The convent end up being the key to the misshappenings. The whole movie is missleading and boring. One of Lees worst.",1,1,0,1,0,0,1,0,0,0,0
"{Possible spoilers coming up... you've been forewarned.}<br /><br />This is absolutely one of my all time favorite musicals and movie musicals! (The other is Damn Yankees with Gwen Verdon, Tab Hunter and Ray Walston) As we all know, sometimes the luster (not to mention the songs) of a show are lost in its transition from stage to screen. This is, for the most part, DEFINITELY not the case here.<br /><br />The sets are divine, bright and colorful, the characters are bigger than life and you can't help but love them, and Michael Kidd's choreography is absolutely stunning. (So glad to know they used the original Broadway choreographer)<br /><br />All of the actors ""bounce the ball"" (that is, have unbeatable chemistry) to perfection in this film. Frank and Marlon are absolutely believable as the proprietor of the oldest established permanent floating crap game in New York, and the most notorious gambler who bets on even the most minute things-- such as his fever going up to 104 if he doesn't take penicillin. Sweet, fresh faced Jean Simmons is perfect for the role of Sarah (although it is true, her singing pipes are not as outstanding as that of Isabel Bigley or Josie de Guzman)-- the mission doll with a heart of gold and a drive to heal all. And last but certainly not least (on my list anyway) is Miss Vivian Blaine, reprising her Broadway role as Miss Adelaide-- the Hot Box lead singer and dancer who would like to finally end her 14 year engagement to Nathan with marriage, and rid herself of the psychosomatic cold he's given her.<br /><br />First off, kudos to Stubby Kaye and B.S. Pulley as they reprise their Broadway roles as Nicely-Nicely Johnson and Benny Southstreet. There were never two more loveable gamblers than these guys.<br /><br />Brando is superb, as usual, and though he's not got the voice of Robert Alda or Peter Gallagher, you forget it-- as he has this sense of determination to bring all he can to his role as Sky Masterson. ""Luck Be A Lady"" gives me chills every time I see him perform the number. Especially enjoyable is hearing him say ""Daddy... I got cider in my ear.""<br /><br />Simmons is charming and pleasant in a role well suited to her looks, voice and the way she carries herself. You long so dearly for her not only to win Sky (or, toward the end, believe him), but to help people overcome their gambling, drinking and other sins, and live a life with God. Her rendition of ""If I Were A Bell"" is splendid, to say the least!<br /><br />Sinatra is the man. He is so perfect for the role of Nathan Detroit-- and here he sings parts that Sam Levene from the Broadway cast never could (terrific actor, but the chap was tone deaf... go figure). I really enjoyed the addition of the song ""Adelaide""... wish some guy would sing like that to ME. Frankie's cool, slick demeanor transcends the boundaries of this movie. But most importantly, you want him to marry Adelaide.<br /><br />And speaking of Adelaide, Vivian Blaine is just sheer perfection in this role. From the accent to her belting out ""Adelaide's Lament"", she's just terrific. And she's also my favorite part of the entire movie. She really makes you feel for Adelaide... especially when she cries right before and then again during ""Sue Me"". I still haven't decided whether I like ""Pet Me Poppa"" better than ""Bushel and a Peck""... maybe I like them equally. Either way, she does fantastic with those as well as ""Take Back Your Mink."" (I'm sad that they left out ""hollanderize"" from the film...) She's absolutely MARVELOUS, not to mention hilarious, and my favorite part of the entire film.<br /><br />One of the best things about this movie is their lingo. It's a mixture of high class and street slang. Never do they use ""It's"", ""I'll"" or ""That's."" It's always ""It is"", ""I will"" and ""That is."" Overall, Guys & Dolls is one of my favorite all time movies and musicals, and it's one that you should take time to watch every time it comes on. My only complaint? No ""Marry The Man Today."" Now THAT'S a good song.",0,1,0,0,0,0,0,0,1,1,1
"Absolutely hilarious. John Waters' tribute to the people he loves most (Baltimoreans) is a twisted little ditty with plenty to look at and laugh at. It's like being turned loose in a museum of kitsch! I haven't laughed so much in a theater since Serial Mom. I loved seeing old friends from the Dreamland days, Sharon Nisep and Susan Lowe, back in front of Waters' camera. The cast is simply wonderful (especially Edward Furlong and Martha Plimpton). Uses the best elements of past Waters atrocities (especially the underrated Polyester) and plenty of new surprises. Made me sick, in a wonderful way. Thanks, John!",1,0,0,0,0,0,0,0,1,1,0
"it's all very simple. Jake goes to prison, and spends five years with the con and the chess masters. they get compassionate about his history of loss and failure, and utterly misery that he lives on because of his belief in his mastery of small tricks and control of the rules of small crooks. they decide to give Jake the ultimate freedom: from his innermost fears, from what he believes to be himself. for that, they take him on a trip where he got to let go all the fear, all the pride, all the hope - to be reborn as true master of his will.<br /><br />it's a clever movie about the journey of illumination, about the infinite gambles and games that we do with and within ourselves. 10/10, no doubt.",0,0,0,0,0,0,0,0,1,1,1
"I see a lot of movies. Saw the original wargames years ago and loved it. Computers where still ""a big mystery"" for the most of us and the movie was convincing, in it's own way.<br /><br />This one, however, looks like a low budget Wednesday night special. Total crap, from start to finish.<br /><br />The plot is so weak, you won't believe it until you see the movie (which I would not recommend in the first place). I can not point out one actor that actually did a good job in this movie. But hey, with that script I would've been surprised if ANYONE could do a good job acting. Lots of clich_?scenes. CGI looks like it's taken out of the '86 version.<br /><br />Bah, no, I'm getting in a bad mood just writing about this. Do NOT watch this movie.<br /><br />Life's to short to waste it on watching crappy movies.",1,1,0,0,1,0,1,0,0,0,0
